price;cap_rate;borough_cap_rate;deep_date;yearqtr;crfn;BIN;boro;block tax;lot tax;boroblocklot;hnum_lo;hnum_hi;str_name;Census Tract;Council District;NTA;Postcode;Community Board;borough;Latitude;Longitude
9510000;0.03;0.033;11/02/2018;2018Q4;2.02E+12;1062634;1;2111;10;1021110010;476;482;WEST 165 STREET;24301;10;Washington Heights South;10032;112;MN;40.837683;-73.937841
8595386;0.032;0.05;03/04/2022;2022Q1;2.02E+12;1000000;1;2149;3;1021490003;2455;2459;AMSTERDAM AVENUE;267;10;Washington Heights North;10033;112;MN;40.848562;-73.930551
20540248;0.037;0.05;03/04/2022;2022Q1;2.02E+12;1063583;1;2149;84;1021490084;90;90;LAUREL HILL TERRACE;267;10;Washington Heights North;10033;112;MN;40.850331;-73.92782
18218925;0.025;0.05;03/04/2022;2022Q1;2.02E+12;1063587;1;2149;104;1021490104;475;475;WEST 186 STREET;267;10;Washington Heights North;10033;112;MN;40.851034;-73.928275
15278612;0.037;0.05;03/04/2022;2022Q1;2.02E+12;1063586;1;2149;101;1021490101;480;480;WEST 187 STREET;267;10;Washington Heights North;10033;112;MN;40.851736;-73.927858
8462364;0.037;0.05;03/04/2022;2022Q1;2.02E+12;1063721;1;2156;22;1021560022;2502;2504;AMSTERDAM AVENUE;269;10;Washington Heights North;10033;112;MN;40.850011;-73.929577
5855296;0.034;0.05;03/04/2022;2022Q1;2.02E+12;1063727;1;2156;33;1021560033;399;399;AUDUBON AVENUE;269;10;Washington Heights North;10033;112;MN;40.851208;-73.930519
5408075;0.037;0.05;03/04/2022;2022Q1;2.02E+12;1063728;1;2156;35;1021560035;403;403;AUDUBON AVENUE;269;10;Washington Heights North;10033;112;MN;40.851315;-73.93044
4568045;0.035;0.05;03/04/2022;2022Q1;2.02E+12;1063729;1;2156;37;1021560037;407;407;AUDUBON AVENUE;269;10;Washington Heights North;10033;112;MN;40.851419;-73.930364
3400000;0.051;0.055;12/14/2021;2021Q4;2.02E+12;1063723;1;2156;25;1021560025;511;511;WEST 184 STREET;269;10;Washington Heights North;10033;112;MN;40.850121;-73.930097
2796352;0.043;0.05;03/04/2022;2022Q1;2.02E+12;1063765;1;2157;13;1021570013;556;558;WEST 185 STREET;269;10;Washington Heights North;10033;112;MN;40.851304;-73.931087
8000000;0.03;0.055;10/28/2021;2021Q4;2.02E+12;1064413;1;2180;92;1021800092;51;51;BENNETT AVENUE;271;10;Washington Heights North;10033;112;MN;40.852015;-73.935864
18375000;0.035;0.035;04/03/2019;2019Q2;2.02E+12;1064442;1;2180;199;1021800199;110;110;BENNETT AVENUE;271;10;Washington Heights North;10033;112;MN;40.853733;-73.935021
6800000;0.03;0.033;09/27/2018;2018Q3;2.02E+12;1063958;1;2165;65;1021650065;1469;1469;ST NICHOLAS AVENUE;271;10;Washington Heights North;10033;112;MN;40.850806;-73.932659
7956000;0.042;0.056;06/22/2021;2021Q2;2.02E+12;1063989;1;2167;63;1021670063;258;264;WADSWORTH AVENUE;271;10;Washington Heights North;10033;112;MN;40.852799;-73.932809
6600000;0.038;0.055;09/30/2021;2021Q3;2.02E+12;1063984;1;2167;10;1021670010;644;650;WEST 185 STREET;271;10;Washington Heights North;10033;112;MN;40.852308;-73.933471
19550000;0.031;0.034;06/19/2018;2018Q2;2.02E+12;1063448;1;2139;517;1021390517;4;4;SOUTH PINEHURST AVE;255;10;Washington Heights South;10033;112;MN;40.84775;-73.940557
8300000;0.037;0.05;05/25/2022;2022Q2;2.02E+12;1063447;1;2139;508;1021390508;830;830;WEST 177 STREET;255;10;Washington Heights South;10033;112;MN;40.848151;-73.941228
7775000;0.04;0.05;03/16/2022;2022Q1;2.02E+12;1063124;1;2130;22;1021300022;160;160;AUDUBON AVENUE;261;10;Washington Heights South;10033;112;MN;40.843691;-73.936035
13650000;0.032;0.034;06/25/2018;2018Q2;2.02E+12;1063183;1;2132;21;1021320021;247;251;AUDUBON AVENUE;261;10;Washington Heights South;10033;112;MN;40.846377;-73.934048
15210000;0.021;0.035;05/30/2019;2019Q2;2.02E+12;1063551;1;2144;45;1021440045;1341;1349;ST NICHOLAS AVENUE;263;10;Washington Heights South;10033;112;MN;40.846825;-73.935562
13135000;0.034;0.035;04/01/2019;2019Q2;2.02E+12;1063546;1;2144;29;1021440029;81;81;WADSWORTH AVENUE;263;10;Washington Heights South;10033;112;MN;40.847339;-73.93678
10150000;0.053;0.056;03/11/2020;2020Q1;2.02E+12;1064325;1;2177;218;1021770218;1314;1322;RIVERSIDE DRIVE;265;10;Washington Heights South;10033;112;MN;40.850342;-73.942828
8900000;0.039;0.05;01/13/2022;2022Q1;2.02E+12;1064311;1;2177;145;1021770145;803;803;WEST 180 STREET;265;10;Washington Heights South;10033;112;MN;40.850107;-73.939174
9040000;0.028;0.033;02/15/2019;2019Q1;2.02E+12;1064306;1;2177;130;1021770130;815;815;WEST 180 STREET;265;10;Washington Heights South;10033;112;MN;40.850222;-73.939777
10400000;0.022;0.033;10/29/2018;2018Q4;2.02E+12;1064708;1;2217;7;1022170007;9;15;POST AVENUE;291;10;Marble Hill-Inwood;10034;112;MN;40.862803;-73.924748
6100000;0.053;0.061;08/03/2020;2020Q3;2.02E+12;1064943;1;2237;43;1022370043;682;682;ACADEMY STREET;295;10;Marble Hill-Inwood;10034;112;MN;40.866968;-73.925419
7725000;0.028;0.033;10/04/2018;2018Q4;2.02E+12;1063853;1;2159;43;1021590043;540;540;WEST 189 STREET;277;10;Washington Heights North;10040;112;MN;40.853586;-73.928388
14625000;0.035;0.055;12/15/2021;2021Q4;2.02E+12;1064459;1;2180;483;1021800483;165;165;BENNETT AVENUE;279;10;Washington Heights North;10040;112;MN;40.855799;-73.93418
6800000;0.053;0.055;07/28/2021;2021Q3;2.02E+12;1064037;1;2170;1;1021700001;4380;4380;BROADWAY;279;10;Washington Heights North;10040;112;MN;40.854342;-73.933635
3350000;0.055;0.055;12/13/2021;2021Q4;2.02E+12;1064113;1;2170;516;1021700516;670;670;WEST 193 STREET;283;10;Washington Heights North;10040;112;MN;40.858043;-73.931123
7850000;0.042;0.056;02/12/2020;2020Q1;2.02E+12;1064239;1;2175;100;1021750100;20;20;SHERMAN AVENUE;287;10;Washington Heights North;10040;112;MN;40.862669;-73.928479
3150000;0.032;0.042;05/31/2022;2022Q2;2.02E+12;2001820;2;2410;1;2024100001;271;271;EAST 150 STREET;65;17;Melrose South-Mott Haven North;10451;201;BX;40.81789;-73.921811
3000000;0.043;0.044;12/30/2021;2021Q4;2.02E+12;2003597;2;2546;140;2025460140;124;124;ST ANNS AVENUE;19;8;Mott Haven-Port Morris;10454;201;BX;40.803726;-73.919671
2575000;0.04;0.046;09/24/2021;2021Q3;2.02E+12;2000085;2;2267;67;2022670067;533;533;EAST 139 STREET;39;8;Mott Haven-Port Morris;10454;201;BX;40.807957;-73.918059
2825000;0.046;0.046;09/24/2021;2021Q3;2.02E+12;2000084;2;2267;65;2022670065;537;537;EAST 139 STREET;39;8;Mott Haven-Port Morris;10454;201;BX;40.807918;-73.917972
3500000;0.037;0.042;06/02/2022;2022Q2;2.02E+12;2000096;2;2268;14;2022680014;522;524;EAST 142 STREET;41;8;Mott Haven-Port Morris;10454;201;BX;40.810102;-73.916875
1825000;0.034;0.046;09/24/2021;2021Q3;2.02E+12;2003624;2;2551;8;2025510008;574;574;EAST 139 STREET;2702;8;Mott Haven-Port Morris;10454;201;BX;40.807264;-73.916466
5675000;0.04;0.046;08/16/2021;2021Q3;2.02E+12;2004419;2;2623;147;2026230147;600;600;TRINITY AVENUE;73;8;Melrose South-Mott Haven North;10455;201;BX;40.81442;-73.909655
2504728;0.019;0.042;01/14/2022;2022Q1;2.02E+12;2004963;2;2675;58;2026750058;719;719;PROSPECT AVENUE;79;17;Melrose South-Mott Haven North;10455;201;BX;40.816662;-73.902878
6607000;0.034;0.042;06/16/2022;2022Q2;2.02E+12;2003924;2;2579;19;2025790019;718;726;EAST 149 STREET;35;8;Mott Haven-Port Morris;10455;201;BX;40.813187;-73.908894
8500000;0.028;0.037;05/10/2018;2018Q2;2.02E+12;2000539;2;2293;56;2022930056;456;456;EAST 149 STREET;43;8;Mott Haven-Port Morris;10455;201;BX;40.815325;-73.9159
5900000;0.035;0.047;10/28/2020;2020Q4;2.02E+12;2004791;2;2666;22;2026660022;800;800;EAST 160 STREET;77;17;Melrose South-Mott Haven North;10456;201;BX;40.820099;-73.903321
2504728;0.02;0.042;01/14/2022;2022Q1;2.02E+12;2005335;2;2695;38;2026950038;757;759;DAWSON STREET;85;17;Longwood;10455;202;BX;40.817412;-73.900062
3000000;0.036;0.046;09/24/2021;2021Q3;2.02E+12;2005743;2;2721;40;2027210040;1025;1025;LONGWOOD AVENUE;89;17;Hunts Point;10459;202;BX;40.816465;-73.896447
871215;0.042;0.042;01/14/2022;2022Q1;2.02E+12;2006043;2;2744;40;2027440040;1105;1105;HOE AVENUE;12701;17;Hunts Point;10459;202;BX;40.825975;-73.890908
7975000;0.032;0.042;05/10/2022;2022Q2;2.02E+12;2005798;2;2726;66;2027260066;1039;1039;SIMPSON STREET;12701;17;Hunts Point;10459;202;BX;40.824536;-73.892959
8150000;0.03;0.034;08/08/2018;2018Q3;2.02E+12;2005798;2;2726;66;2027260066;1039;1039;SIMPSON STREET;12701;17;Hunts Point;10459;202;BX;40.824536;-73.892959
3200000;0.039;0.048;01/12/2021;2021Q1;2.02E+12;2005454;2;2703;20;2027030020;923;923;KELLY STREET;87;17;Longwood;10459;202;BX;40.820348;-73.895986
7800000;0.031;0.037;01/22/2019;2019Q1;2.02E+12;2005462;2;2703;50;2027030050;957;959;KELLY STREET;87;17;Longwood;10459;202;BX;40.821621;-73.895883
8706380;0.029;0.034;07/26/2018;2018Q3;2.02E+12;2006552;2;2763;220;2027630220;769;769;BRYANT AVENUE;117;17;Hunts Point;10474;202;BX;40.816057;-73.885946
2200000;0.04;0.042;06/21/2022;2022Q2;2.02E+12;2005701;2;2719;38;2027190038;1120;1120;FOX STREET;125;17;Morrisania-Melrose;10459;203;BX;40.827496;-73.893843
5200000;0.029;0.037;06/07/2018;2018Q2;2.02E+12;2010845;2;3000;7;2030000007;1468;1468;BRYANT AVENUE;157;17;Crotona Park East;10460;203;BX;40.832046;-73.887743
11600000;0.035;0.037;02/21/2019;2019Q1;2.02E+12;2002807;2;2460;30;2024600030;181;181;EAST 161 STREET;18301;16;East Concourse-Concourse Village;10451;204;BX;40.826549;-73.921624
9300000;0.035;0.039;07/12/2019;2019Q3;2.02E+12;2003187;2;2511;68;2025110068;957;963;WOODYCREST AVENUE;189;8;Highbridge;10452;204;BX;40.831527;-73.928863
3285000;0.03;0.037;01/30/2019;2019Q1;2.02E+12;2003486;2;2526;55;2025260055;1090;1090;UNIVERSITY AVENUE;193;16;Highbridge;10452;204;BX;40.835689;-73.929643
7600000;0.044;0.046;08/13/2021;2021Q3;2.02E+12;2003533;2;2532;15;2025320015;1344;1344;UNIVERSITY AVENUE;201;16;Highbridge;10452;204;BX;40.841382;-73.926717
14400000;0.033;0.042;01/19/2022;2022Q1;2.02E+12;2008009;2;2835;16;2028350016;1515;1515;GRAND CONCOURSE;209;14;West Concourse;10452;204;BX;40.841551;-73.912506
13757983;0.04;0.041;02/06/2020;2020Q1;2.02E+12;2008009;2;2835;16;2028350016;1515;1515;GRAND CONCOURSE;209;14;West Concourse;10452;204;BX;40.841551;-73.912506
11989543;0.033;0.034;07/10/2018;2018Q3;2.02E+12;2008120;2;2844;105;2028440105;1459;1459;WYTHE PLACE;223;14;West Concourse;10452;204;BX;40.840561;-73.914173
14000000;0.028;0.034;07/10/2018;2018Q3;2.02E+12;2008120;2;2844;105;2028440105;1459;1459;WYTHE PLACE;223;14;West Concourse;10452;204;BX;40.840561;-73.914173
12575000;0.029;0.034;10/04/2018;2018Q4;2.02E+12;2002843;2;2463;46;2024630046;1197;1197;GRAND CONCOURSE;197;16;West Concourse;10452;204;BX;40.834224;-73.918001
5115000;0.035;0.044;11/18/2021;2021Q4;2.02E+12;2008042;2;2839;83;2028390083;115;115;EAST 169 STREET;22102;16;West Concourse;10452;204;BX;40.836982;-73.917376
12000000;0.035;0.042;06/27/2022;2022Q2;2.02E+12;2002818;2;2461;74;2024610074;955;955;SHERIDAN AVENUE;18301;8;East Concourse-Concourse Village;10456;204;BX;40.828576;-73.919952
1650000;0.036;0.042;06/24/2022;2022Q2;2.02E+12;2002252;2;2434;4;2024340004;1110;1110;COLLEGE AVENUE;175;16;East Concourse-Concourse Village;10456;204;BX;40.830735;-73.914561
2135000;0.03;0.042;03/04/2022;2022Q1;2.02E+12;2002077;2;2426;54;2024260054;1182;1182;CLAY AVENUE;17701;16;East Concourse-Concourse Village;10456;204;BX;40.831748;-73.910954
1730000;0.032;0.034;12/05/2018;2018Q4;2.02E+12;2002079;2;2426;56;2024260056;1190;1190;CLAY AVENUE;17701;16;East Concourse-Concourse Village;10456;204;BX;40.831921;-73.91086
2823000;0.034;0.037;06/15/2018;2018Q2;2.02E+12;2002732;2;2456;34;2024560034;1052;1052;SHERIDAN AVENUE;18102;16;East Concourse-Concourse Village;10456;204;BX;40.830664;-73.918739
3092000;0.031;0.037;06/15/2018;2018Q2;2.02E+12;2002733;2;2456;36;2024560036;1056;1056;SHERIDAN AVENUE;18102;16;East Concourse-Concourse Village;10456;204;BX;40.830722;-73.918706
5220000;0.037;0.037;06/15/2018;2018Q2;2.02E+12;2002734;2;2456;37;2024560037;1060;1060;SHERIDAN AVENUE;18102;16;East Concourse-Concourse Village;10456;204;BX;40.830777;-73.918674
8000000;0.029;0.042;05/11/2022;2022Q2;2.02E+12;2002742;2;2456;75;2024560075;1127;1127;SHERIDAN AVENUE;18102;16;East Concourse-Concourse Village;10456;204;BX;40.832201;-73.917862
15250000;0.027;0.034;10/04/2018;2018Q4;2.02E+12;2007823;2;2820;9;2028200009;1534;1534;SELWYN AVENUE;225;16;East Concourse-Concourse Village;10457;204;BX;40.841242;-73.910388
7000000;0.046;0.047;07/28/2020;2020Q3;2.02E+12;2013963;2;3179;41;2031790041;2105;2105;WALTON AVENUE;241;14;Mount Hope;10453;205;BX;40.854495;-73.905534
6350000;0.046;0.048;03/26/2021;2021Q1;2.02E+12;2007627;2;2805;45;2028050045;124;124;EAST 177 STREET;23301;14;Mount Hope;10453;205;BX;40.849556;-73.907482
2800000;0.041;0.046;08/24/2021;2021Q3;2.02E+12;2008498;2;2867;39;2028670039;1735;1735;DAVIDSON AVENUE;217;14;University Heights-Morris Heights;10453;205;BX;40.847996;-73.913303
500000;0.023;0.044;12/29/2021;2021Q4;2.02E+12;2014513;2;3208;19;2032080019;2237;2237;GRAND AVENUE;251;14;University Heights-Morris Heights;10453;205;BX;40.858138;-73.906251
750000;0.021;0.044;12/29/2021;2021Q4;2.02E+12;2014584;2;3211;23;2032110023;2198;2198;UNIVERSITY AVENUE;251;14;University Heights-Morris Heights;10453;205;BX;40.85854;-73.908709
5000000;0.047;0.048;06/09/2021;2021Q2;2.02E+12;2008928;2;2877;431;2028770431;1730;1730;POPHAM AVENUE;20502;14;University Heights-Morris Heights;10453;205;BX;40.85052;-73.919734
11470000;0.041;0.042;01/27/2022;2022Q1;2.02E+12;2008835;2;2876;112;2028760112;1738;1738;UNIVERSITY AVENUE;21502;14;University Heights-Morris Heights;10453;205;BX;40.84902;-73.917491
8040000;0.032;0.044;10/08/2021;2021Q4;2.02E+12;2009122;2;2879;204;2028790204;1893;1893;ANDREWS AVENUE SOUTH;24501;14;University Heights-Morris Heights;10453;205;BX;40.85362;-73.913889
2375000;0.032;0.034;07/24/2018;2018Q3;2.02E+12;2014854;2;3221;13;2032210013;1920;1920;LORING PLACE SOUTH;24502;14;University Heights-Morris Heights;10453;205;BX;40.854691;-73.914375
2200000;0.046;0.048;06/21/2021;2021Q2;2.02E+12;2013403;2;3145;10;2031450010;2238;2238;VALENTINE AVENUE;38301;15;Fordham South;10457;205;BX;40.855963;-73.898515
7450000;0.034;0.044;11/17/2021;2021Q4;2.02E+12;2007516;2;2800;19;2028000019;1815;1815;MONROE AVENUE;22901;15;Mount Hope;10457;205;BX;40.847079;-73.906426
2775000;0.042;0.046;08/13/2021;2021Q3;2.02E+12;2007480;2;2798;48;2027980048;1757;1757;TOPPING AVENUE;22901;15;Mount Hope;10457;205;BX;40.845632;-73.905694
5812000;0.034;0.037;06/28/2019;2019Q2;2.02E+12;2007514;2;2800;8;2028000008;1824;1824;WEEKS AVENUE;22901;15;Mount Hope;10457;205;BX;40.847275;-73.907322
5660000;0.029;0.034;09/13/2018;2018Q3;2.02E+12;2007731;2;2810;50;2028100050;219;221;ECHO PLACE;23502;15;Mount Hope;10457;205;BX;40.84976;-73.904756
14000000;0.039;0.046;08/05/2021;2021Q3;2.02E+12;2013733;2;3159;1;2031590001;2300;2304;GRAND CONCOURSE;38301;15;Fordham South;10458;205;BX;40.857608;-73.899836
3084000;0.03;0.034;10/31/2018;2018Q4;2.02E+12;;2;3289;32;2032890032;340;340;MARION AVENUE;38302;15;Fordham South;10458;205;BX;40.85825;-73.896057
2750000;0.036;0.044;12/14/2021;2021Q4;2.02E+12;2013789;2;3165;4;2031650004;2380;2380;CRESTON AVENUE;23703;14;Fordham South;10468;205;BX;40.860037;-73.899597
3800000;0.026;0.044;12/09/2021;2021Q4;2.02E+12;2013792;2;3165;11;2031650011;2390;2390;CRESTON AVENUE;23703;14;Fordham South;10468;205;BX;40.860292;-73.899459
4400000;0.035;0.042;04/07/2022;2022Q2;2.02E+12;2013913;2;3173;48;2031730048;2415;2415;CRESTON AVENUE;23703;14;Fordham South;10468;205;BX;40.860638;-73.899296
6500000;0.032;0.046;09/23/2021;2021Q3;2.02E+12;2013785;2;3164;46;2031640046;2359;2367;GRAND CONCOURSE;23703;14;Fordham South;10468;205;BX;40.858999;-73.899035
8250000;0.044;0.046;08/26/2021;2021Q3;2.02E+12;2114116;2;3081;8;2030810008;2120;2120;HUGHES AVENUE;373;15;East Tremont;10457;206;BX;40.849724;-73.889972
6416395;0.02;0.034;07/26/2018;2018Q3;2.02E+12;2011777;2;3058;42;2030580042;495;495;EAST 188 STREET;387;15;Belmont;10458;206;BX;40.858148;-73.890089
3900000;0.037;0.037;02/28/2019;2019Q1;2.02E+12;2012534;2;3090;1;2030900001;2400;2400;CAMBRELENG AVENUE;389;15;Belmont;10458;206;BX;40.854627;-73.885301
3600000;0.029;0.037;06/06/2019;2019Q2;2.02E+12;2012268;2;3078;26;2030780026;2503;2503;HUGHES AVENUE;389;15;Belmont;10458;206;BX;40.857772;-73.884714
7750000;0.033;0.044;12/07/2021;2021Q4;2.02E+12;2012521;2;3089;37;2030890037;2355;2355;BEAUMONT AVENUE;391;15;Belmont;10458;206;BX;40.853381;-73.884859
3500000;0.046;0.048;02/12/2021;2021Q1;2.02E+12;2012107;2;3072;11;2030720011;612;612;CRESCENT AVENUE;391;15;Belmont;10458;206;BX;40.853593;-73.888256
3800000;0.035;0.041;10/30/2019;2019Q4;2.02E+12;2012153;2;3074;10;2030740010;632;632;EAST 186 STREET;391;15;Belmont;10458;206;BX;40.854132;-73.88695
5500000;0.041;0.047;09/01/2020;2020Q3;2.02E+12;2016284;2;3273;321;2032730321;558;558;EAST 191 STREET;397;15;Belmont;10458;206;BX;40.85961;-73.885781
3200000;0.044;0.047;11/25/2020;2020Q4;2.02E+12;2011400;2;3040;22;2030400022;2383;2383;WASHINGTON AVENUE;385;15;Claremont-Bathgate;10458;206;BX;40.85731;-73.891467
4794425;0.023;0.034;07/26/2018;2018Q3;2.02E+12;2011211;2;3031;63;2030310063;4585;4585;PARK AVENUE;38302;15;Fordham South;10458;206;BX;40.856947;-73.893814
4732800;0.026;0.034;07/26/2018;2018Q3;2.02E+12;2011210;2;3031;60;2030310060;4589;4589;PARK AVENUE;38302;15;Fordham South;10458;206;BX;40.857166;-73.893647
4100000;0.034;0.042;06/01/2022;2022Q2;2.02E+12;2013229;2;3128;5;2031280005;2114;2114;DALY AVENUE;363;17;East Tremont;10460;206;BX;40.84499;-73.881357
7250000;0.031;0.034;09/05/2018;2018Q3;2.02E+12;2017237;2;3308;12;2033080012;226;226;EAST 203 STREET;413;11;Bedford Park-Fordham North;10458;207;BX;40.873714;-73.885594
6200000;0.031;0.042;02/23/2022;2022Q1;2.02E+12;2016462;2;3281;57;2032810057;367;367;EAST 201 STREET;415;11;Bedford Park-Fordham North;10458;207;BX;40.869408;-73.882524
12448000;0.043;0.044;10/28/2021;2021Q4;2.02E+12;2016732;2;3292;1;2032920001;2961;2965;MARION AVENUE;415;11;Bedford Park-Fordham North;10458;207;BX;40.86908;-73.884119
9750000;0.042;0.044;10/28/2021;2021Q4;2.02E+12;2016574;2;3285;19;2032850019;2976;2976;MARION AVENUE;415;11;Bedford Park-Fordham North;10458;207;BX;40.869299;-73.883728
4950000;0.043;0.047;07/22/2020;2020Q3;2.02E+12;2016735;2;3292;19;2032920019;2968;2968;PERRY AVENUE;415;11;Bedford Park-Fordham North;10458;207;BX;40.870123;-73.884005
6850000;0.04;0.041;02/21/2020;2020Q1;2.02E+12;2016326;2;3275;57;2032750057;2537;2537;DECATUR AVENUE;39901;15;Bedford Park-Fordham North;10458;207;BX;40.862072;-73.891579
6288000;0.029;0.034;08/31/2018;2018Q3;2.02E+12;2016602;2;3286;51;2032860051;2565;2565;MARION AVENUE;39901;15;Bedford Park-Fordham North;10458;207;BX;40.862931;-73.892217
8600000;0.032;0.037;02/05/2019;2019Q1;2.02E+12;2017155;2;3304;141;2033040141;215;215;EAST 197 STREET;40302;15;Bedford Park-Fordham North;10458;207;BX;40.869122;-73.891061
4458000;0.03;0.034;10/31/2018;2018Q4;2.02E+12;2017058;2;3301;63;2033010063;2833;2835;BRIGGS AVENUE;40501;15;Bedford Park-Fordham North;10458;207;BX;40.868816;-73.889384
4590000;0.026;0.034;10/31/2018;2018Q4;2.02E+12;2016389;2;3278;54;2032780054;2749;2749;WEBSTER AVENUE;40502;15;Bedford Park-Fordham North;10458;207;BX;40.865479;-73.886707
8250000;0.027;0.034;11/14/2018;2018Q4;2.02E+12;2017092;2;3302;42;2033020042;246;246;EAST 199 STREET;40702;15;Bedford Park-Fordham North;10458;207;BX;40.870409;-73.887396
3100000;0.042;0.048;03/22/2021;2021Q1;2.02E+12;2017168;2;3305;10;2033050010;2850;2850;GRAND CONCOURSE;40702;15;Bedford Park-Fordham North;10458;207;BX;40.870247;-73.890817
7230000;0.033;0.037;03/07/2019;2019Q1;2.02E+12;2015177;2;3239;77;2032390077;2709;2709;HEATH AVENUE;269;14;Kingsbridge Heights;10463;207;BX;40.871495;-73.905434
12000000;0.03;0.044;10/06/2021;2021Q4;2.02E+12;2017751;2;3326;105;2033260105;45;;E MOSHOLU PARKWAY N;419;11;Norwood;10467;207;BX;40.879437;-73.88323
4850000;0.038;0.047;08/05/2020;2020Q3;2.02E+12;2018043;2;3336;19;2033360019;136;136;EAST 208 STREET;419;11;Norwood;10467;207;BX;40.87795;-73.880249
16000000;0.037;0.042;06/01/2022;2022Q2;2.02E+12;2017672;2;3324;11;2033240011;75;;W MOSHOLU PARKWAY N;421;11;Norwood;10467;207;BX;40.882876;-73.885111
7840000;0.034;0.034;09/06/2018;2018Q3;2.02E+12;2017938;2;3333;9;2033330009;3050;3050;PERRY AVENUE;425;11;Norwood;10467;207;BX;40.87241;-73.879883
11525000;0.035;0.041;11/19/2019;2019Q4;2.02E+12;2018652;2;3356;185;2033560185;3540;3540;DECATUR AVENUE;431;11;Norwood;10467;207;BX;40.879393;-73.872262
3500000;0.046;0.047;11/24/2020;2020Q4;2.02E+12;2018571;2;3355;1;2033550001;3242;3242;DECATUR AVENUE;42901;11;Norwood;10467;207;BX;40.875232;-73.874515
3825000;0.036;0.037;05/06/2019;2019Q2;2.02E+12;2018552;2;3354;1;2033540001;365;365;EAST 205 STREET;42901;11;Norwood;10467;207;BX;40.873257;-73.875546
7450000;0.043;0.045;05/28/2020;2020Q2;2.02E+12;2018610;2;3355;104;2033550104;3366;3366;DECATUR AVENUE;42902;11;Norwood;10467;207;BX;40.877681;-73.872884
8275000;0.03;0.034;12/05/2018;2018Q4;2.02E+12;2013823;2;3167;64;2031670064;2545;2545;GRAND CONCOURSE;401;14;Bedford Park-Fordham North;10468;207;BX;40.863451;-73.896389
4682755;0.02;0.042;01/14/2022;2022Q1;2.02E+12;2014262;2;3198;44;2031980044;2323;2323;DAVIDSON AVENUE;253;14;Kingsbridge Heights;10468;207;BX;40.859706;-73.904265
5797904;0.038;0.042;01/14/2022;2022Q1;2.02E+12;2014748;2;3218;65;2032180065;2287;2287;UNIVERSITY AVENUE;255;14;Kingsbridge Heights;10468;207;BX;40.860663;-73.906834
2750000;0.035;0.037;01/22/2019;2019Q1;2.02E+12;2014628;2;3213;12;2032130012;2430;2430;UNIVERSITY AVENUE;263;14;Kingsbridge Heights;10468;207;BX;40.863554;-73.904418
7952000;0.036;0.042;04/12/2022;2022Q2;2.02E+12;2014842;2;3220;10;2032200010;2518;2518;WEBB AVENUE;263;14;Kingsbridge Heights;10468;207;BX;40.866611;-73.903861
