price;cap_rate;borough_cap_rate;deep_date;yearqtr;crfn;BIN;boro;block tax;lot tax;boroblocklot;hnum_lo;hnum_hi;str_name;Census Tract;Council District;NTA;Postcode;Community Board;borough;Latitude;Longitude
7200000;0.038;0.046;08/05/2021;2021Q3;2.02E+12;2092425;2;3215;8;2032150008;2610;2610;UNIVERSITY AVENUE;265;14;Kingsbridge Heights;10468;207;BX;40.86729;-73.901835
3750000;0.033;0.042;05/05/2022;2022Q2;2.02E+12;2017446;2;3315;28;2033150028;2750;2750;CRESTON AVENUE;40303;14;Van Cortlandt Village;10468;207;BX;40.869295;-73.893306
5675000;0.043;0.048;03/04/2021;2021Q1;2.02E+12;2017513;2;3318;52;2033180052;2775;2775;MORRIS AVENUE;40303;14;Van Cortlandt Village;10468;207;BX;40.869378;-73.894391
6450000;0.031;0.034;10/09/2018;2018Q4;2.02E+12;2017488;2;3317;34;2033170034;12;12;EAST 196 STREET;40304;14;Van Cortlandt Village;10468;207;BX;40.869052;-73.89566
6600000;0.033;0.034;07/12/2018;2018Q3;2.02E+12;2017477;2;3316;26;2033160026;2718;2718;MORRIS AVENUE;40304;14;Van Cortlandt Village;10468;207;BX;40.86804;-73.89551
10150000;0.032;0.034;07/12/2018;2018Q3;2.02E+12;2092514;2;3317;43;2033170043;2719;2719;MORRIS AVENUE;40304;14;Van Cortlandt Village;10468;207;BX;40.868089;-73.895499
3500000;0.038;0.041;03/16/2020;2020Q1;2.02E+12;2017578;2;3319;14;2033190014;18;18;MINERVA PLACE;40701;14;Van Cortlandt Village;10468;207;BX;40.871085;-73.891025
6200000;0.027;0.034;10/05/2018;2018Q4;2.02E+12;2083560;2;5755;28;2057550028;3246;3246;KINGSBRIDGE AVENUE;287;11;Spuyten Duyvil-Kingsbridge;10463;208;BX;40.882144;-73.904294
15000000;0.032;0.034;07/30/2018;2018Q3;2.02E+12;2015810;2;3258;50;2032580050;3344;3344;FT INDEPENDENCE ST;279;11;Van Cortlandt Village;10463;208;BX;40.879027;-73.89955
15000000;0.031;0.044;11/17/2021;2021Q4;2.02E+12;2015913;2;3260;50;2032600050;147;147;WEST 230 STREET;277;14;Van Cortlandt Village;10463;208;BX;40.876061;-73.903832
3680000;0.025;0.039;08/16/2019;2019Q3;2.02E+12;2015285;2;3248;131;2032480131;2715;2715;CLAFLIN AVENUE;26701;14;Van Cortlandt Village;10468;208;BX;40.869658;-73.901061
9690000;0.038;0.041;02/13/2020;2020Q1;2.02E+12;2084020;2;5776;614;2057760614;226;230;WEST 242 STREET;285;11;Spuyten Duyvil-Kingsbridge;10471;208;BX;40.889589;-73.899364
3650000;0.037;0.042;01/20/2022;2022Q1;2.02E+12;2028223;2;3899;46;2038990046;1451;1451;TAYLOR AVENUE;218;18;West Farms-Bronx River;10460;209;BX;40.836412;-73.866197
3650000;0.038;0.042;01/20/2022;2022Q1;2.02E+12;2028221;2;3899;40;2038990040;1467;1467;TAYLOR AVENUE;218;18;West Farms-Bronx River;10460;209;BX;40.836684;-73.866244
5600000;0.034;0.048;03/26/2021;2021Q1;2.02E+12;2028682;2;3923;39;2039230039;1875;1875;ARCHER STREET;21601;18;West Farms-Bronx River;10460;209;BX;40.837845;-73.863853
2450000;0.036;0.037;04/01/2019;2019Q2;2.02E+12;2026766;2;3819;61;2038190061;2253;2253;HAVILAND AVENUE;92;18;Westchester-Unionport;10462;209;BX;40.83072;-73.849034
2450000;0.036;0.037;04/01/2019;2019Q2;2.02E+12;2026765;2;3819;59;2038190059;2255;2255;HAVILAND AVENUE;92;18;Westchester-Unionport;10462;209;BX;40.830726;-73.84899
2450000;0.036;0.037;04/01/2019;2019Q2;2.02E+12;2026764;2;3819;57;2038190057;2257;2257;HAVILAND AVENUE;92;18;Westchester-Unionport;10462;209;BX;40.830731;-73.84895
5000000;0.029;0.042;05/05/2022;2022Q2;2.02E+12;2026569;2;3813;37;2038130037;2160;2160;NEWBOLD AVENUE;92;18;Westchester-Unionport;10462;209;BX;40.833274;-73.852009
20000000;0.031;0.042;03/15/2022;2022Q1;2.02E+12;2092876;2;3819;1;2038190001;2200;2200;POWELL AVENUE;92;18;Westchester-Unionport;10462;209;BX;40.831228;-73.850684
9300000;0.037;0.047;07/08/2020;2020Q3;2.02E+12;2023431;2;3713;32;2037130032;1050;1080;WHEELER AVENUE;5001;17;Soundview-Bruckner;10472;209;BX;40.824825;-73.879239
8950000;0.025;0.037;01/04/2019;2019Q1;2.02E+12;2023835;2;3739;51;2037390051;1161;1161;ELDER AVENUE;5002;17;Soundview-Bruckner;10472;209;BX;40.827503;-73.878931
5000000;0.045;0.048;06/24/2021;2021Q2;2.02E+12;2023605;2;3723;48;2037230048;1090;1098;CROES AVENUE;44;18;Soundview-Bruckner;10472;209;BX;40.82706;-73.870079
1400000;0.04;0.045;06/23/2020;2020Q2;2.02E+12;2024831;2;3766;51;2037660051;1261;1261;LELAND AVENUE;70;18;Soundview-Bruckner;10472;209;BX;40.831685;-73.863453
9400000;0.044;0.046;09/24/2021;2021Q3;2.02E+12;2023532;2;3716;32;2037160032;1064;1068;WARD AVENUE;5001;18;Soundview-Bruckner;10472;209;BX;40.82542;-73.876514
24412000;0.047;0.048;04/21/2021;2021Q2;2.02E+12;2025384;2;3778;10;2037780010;1240;1240;MORRISON AVENUE;62;18;West Farms-Bronx River;10472;209;BX;40.830664;-73.874874
5450000;0.043;0.047;10/22/2020;2020Q4;2.02E+12;2047353;2;4234;52;2042340052;1921;1921;HOBART AVENUE;300;13;Pelham Bay-Country Club-City Island;10461;210;BX;40.850005;-73.831246
5500000;0.025;0.034;07/31/2018;2018Q3;2.02E+12;2047437;2;4238;15;2042380015;3108;3108;WILKINSON AVENUE;300;13;Pelham Bay-Country Club-City Island;10461;210;BX;40.851653;-73.828635
12100000;0.029;0.042;04/25/2022;2022Q2;2.02E+12;2047443;2;4238;27;2042380027;3120;3120;WILKINSON AVENUE;300;13;Pelham Bay-Country Club-City Island;10461;210;BX;40.851661;-73.828397
4550000;0.03;0.034;09/13/2018;2018Q3;2.02E+12;2045879;2;4158;34;2041580034;1649;1649;EDISON AVENUE;26602;13;Pelham Bay-Country Club-City Island;10461;210;BX;40.844438;-73.832825
4800000;0.04;0.048;03/16/2021;2021Q1;2.02E+12;2074660;2;5394;1;2053940001;1580;1580;EDISON AVENUE;264;13;Schuylerville-Throgs Neck-Edgewater Park;10461;210;BX;40.843091;-73.832922
4700000;0.03;0.042;06/24/2022;2022Q2;2.02E+12;2074435;2;5386;17;2053860017;2820;2820;MIDDLETOWN ROAD;264;13;Schuylerville-Throgs Neck-Edgewater Park;10461;210;BX;40.843463;-73.835975
11250000;0.047;0.047;12/21/2020;2020Q4;2.02E+12;2041865;2;3984;1;2039840001;1400;1400;BENSON STREET;200;13;Van Nest-Morris Park-Westchester Square;10461;210;BX;40.84065;-73.84406
19900000;0.023;0.042;05/03/2022;2022Q2;2.02E+12;2092992;2;3982;1;2039820001;2501;2509;TRATMAN AVENUE;200;13;Van Nest-Morris Park-Westchester Square;10461;210;BX;40.839309;-73.845389
3000000;0.037;0.039;09/17/2019;2019Q3;2.02E+12;2042207;2;3996;38;2039960038;2450;2450;FULLER STREET;204;18;Westchester-Unionport;10461;210;BX;40.841803;-73.851036
10000000;0.041;0.045;06/26/2020;2020Q2;2.02E+12;2049244;2;4310;8;2043100008;1150;1150;PELHAM PARKWAY SOUTH;288;13;Pelham Parkway;10461;211;BX;40.856993;-73.855347
4440000;0.023;0.047;08/10/2020;2020Q3;2.02E+12;2045595;2;4130;39;2041300039;1802;1802;LURTING AVENUE;254;13;Van Nest-Morris Park-Westchester Square;10461;211;BX;40.849512;-73.854095
17500000;0.024;0.034;08/22/2018;2018Q3;2.02E+12;2049371;2;4317;19;2043170019;2180;2180;BRONX PARK EAST;22401;13;Pelham Parkway;10462;211;BX;40.85566;-73.869871
13000000;0.028;0.034;08/22/2018;2018Q3;2.02E+12;2049398;2;4318;30;2043180030;2197;2197;CRUGER AVENUE;22403;13;Pelham Parkway;10462;211;BX;40.856265;-73.866649
22500000;0.026;0.034;08/22/2018;2018Q3;2.02E+12;2049406;2;4319;25;2043190025;2198;2198;CRUGER AVENUE;22403;13;Pelham Parkway;10462;211;BX;40.856317;-73.866627
5700000;0.046;0.048;04/29/2021;2021Q2;2.02E+12;2053703;2;4512;5;2045120005;2714;2714;WALLACE AVENUE;340;13;Bronxdale;10467;211;BX;40.86596;-73.864435
2700000;0.027;0.037;04/01/2019;2019Q2;2.02E+12;2051555;2;4441;46;2044410046;2561;2561;BRONXWOOD AVENUE;328;13;Bronxdale;10469;211;BX;40.863994;-73.861626
5050000;0.045;0.047;11/23/2020;2020Q4;2.02E+12;2068051;2;4994;41;2049940041;4206;4206;CARPENTER AVENUE;420;11;Williamsbridge-Olinville;10466;212;BX;40.894604;-73.86009
7275000;0.04;0.046;08/05/2021;2021Q3;2.02E+12;2063149;2;4831;48;2048310048;655;655;EAST 228 STREET;408;12;Williamsbridge-Olinville;10466;212;BX;40.890504;-73.86109
2300000;0.023;0.037;06/28/2018;2018Q2;2.02E+12;2058602;2;4679;73;2046790073;864;864;EAST 221 STREET;396;12;Williamsbridge-Olinville;10467;212;BX;40.883448;-73.857232
1750000;0.041;0.044;11/17/2021;2021Q4;2.02E+12;2055898;2;4578;14;2045780014;3034;3034;HONE AVENUE;344;12;Allerton-Pelham Gardens;10469;212;BX;40.870217;-73.857575
8000000;0.031;0.042;04/28/2022;2022Q2;2.02E+12;2019289;2;3380;56;2033800056;273;273;EAST 239 STREET;44902;11;Woodlawn-Wakefield;10470;212;BX;40.900199;-73.86884
6120000;0.038;0.044;11/17/2021;2021Q4;2.02E+12;;2;3281;45;2032810045;354;354;EAST MOSHOLU PARKWAY;;;;;;BX;;
4880000;0.038;0.044;11/17/2021;2021Q4;2.02E+12;;2;3281;50;2032810050;366;366;EAST MOSHOLU PARKWAY;;;;;;BX;;
18050000;0.043;0.044;11/08/2021;2021Q4;2.02E+12;3396894;3;3044;16;3030440016;180;180;SCHOLES STREET;493;34;Bushwick South;11206;301;BK;40.708903;-73.942109
15425000;0.035;0.043;01/27/2022;2022Q1;2.02E+12;3325355;3;2893;42;3028930042;65;65;MASPETH AVENUE;477;34;East Williamsburg;11211;301;BK;40.715742;-73.940353
15750000;0.055;0.056;04/17/2020;2020Q2;2.02E+12;3398411;3;2298;29;3022980029;169;169;NORTH 10 STREET;517;33;North Side-South Side;11211;301;BK;40.719149;-73.955372
36300000;0.041;0.042;06/02/2022;2022Q2;2.02E+12;3062531;3;2371;34;3023710034;487;487;KEAP STREET;513;34;North Side-South Side;11211;301;BK;40.713398;-73.951869
7363419;0.04;0.044;12/08/2021;2021Q4;2.02E+12;3063043;3;2412;16;3024120016;360;362;SOUTH 1 STREET;513;34;North Side-South Side;11211;301;BK;40.710576;-73.952647
15500000;0.012;0.034;02/15/2019;2019Q1;2.02E+12;3063481;3;2449;16;3024490016;331;337;KEAP STREET;527;34;North Side-South Side;11211;301;BK;40.708631;-73.954903
17800000;0.03;0.044;12/15/2021;2021Q4;2.02E+12;3425148;3;2719;32;3027190032;137;139;BAYARD STREET;499;33;Greenpoint;11222;301;BK;40.719821;-73.946619
9600000;0.031;0.043;02/18/2022;2022Q1;2.02E+12;3064313;3;2533;1;3025330001;972;972;MANHATTAN AVENUE;575;33;Greenpoint;11222;301;BK;40.732431;-73.954616
14959501;0.031;0.056;07/09/2021;2021Q3;2.02E+12;3063429;3;2443;23;3024430023;364;364;BEDFORD AVENUE;549;34;North Side-South Side;11249;301;BK;40.711804;-73.963016
5950000;0.04;0.062;11/02/2020;2020Q4;2.02E+12;3001754;3;234;43;3002340043;12;14;CLARK STREET;301;33;Brooklyn Heights-Cobble Hill;11201;302;BK;40.698223;-73.995849
9250000;0.039;0.043;02/15/2022;2022Q1;2.02E+12;3389831;3;177;34;3001770034;397;397;ATLANTIC AVENUE;41;33;DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill;11217;302;BK;40.687087;-73.985209
2162500;0.053;0.064;02/26/2021;2021Q1;2.02E+12;3055310;3;1929;51;3019290051;211;211;LAFAYETTE AVENUE;197;35;Clinton Hill;11238;302;BK;40.687893;-73.968637
34000000;0.033;0.044;10/01/2021;2021Q4;2.02E+12;3335007;3;1948;42;3019480042;83;83;CLIFTON PLACE;231;35;Clinton Hill;11238;302;BK;40.688034;-73.960927
5150000;0.031;0.056;07/28/2021;2021Q3;2.02E+12;3056862;3;1982;67;3019820067;82;82;DOWNING STREET;231;35;Clinton Hill;11238;302;BK;40.683513;-73.960872
6100000;0.024;0.034;11/28/2018;2018Q4;2.02E+12;3052307;3;1833;48;3018330048;227;229;HANCOCK STREET;249;36;Bedford;11216;303;BK;40.682846;-73.947388
7600000;0.028;0.033;05/16/2019;2019Q2;2.02E+12;3050168;3;1794;9;3017940009;340;340;CLIFTON PLACE;251;36;Bedford;11216;303;BK;40.68918;-73.950841
2700000;0.037;0.064;08/26/2020;2020Q3;2.02E+12;3051234;3;1815;53;3018150053;385;387;MONROE STREET;265;36;Bedford;11221;303;BK;40.686404;-73.942532
7275000;0.033;0.042;04/07/2022;2022Q2;2.02E+12;3425090;3;1792;6;3017920006;766;766;LAFAYETTE AVENUE;279;36;Stuyvesant Heights;11221;303;BK;40.690933;-73.942092
6900000;0.034;0.034;12/06/2018;2018Q4;2.02E+12;3049581;3;1777;52;3017770052;879;881;DEKALB AVENUE;281;36;Stuyvesant Heights;11221;303;BK;40.692538;-73.941312
15200000;0.026;0.035;07/09/2018;2018Q3;2.02E+12;3043904;3;1617;57;3016170057;963;963;GREENE AVENUE;387;36;Stuyvesant Heights;11221;303;BK;40.690975;-73.92884
4100000;0.04;0.045;11/07/2019;2019Q4;2.02E+12;3046384;3;1664;57;3016640057;401;401;MACON STREET;275;36;Stuyvesant Heights;11233;303;BK;40.682676;-73.935836
2950000;0.033;0.042;04/28/2022;2022Q2;2.02E+12;3041036;3;1514;8;3015140008;334;334;CHAUNCEY STREET;379;41;Stuyvesant Heights;11233;303;BK;40.681592;-73.919011
5050000;0.039;0.044;10/28/2021;2021Q4;2.02E+12;3074305;3;3263;1;3032630001;1191;1191;BROADWAY;395;34;Bushwick South;11221;304;BK;40.692442;-73.927219
2280000;0.041;0.042;05/19/2022;2022Q2;2.02E+12;3083673;3;3704;31;3037040031;240;240;NEW JERSEY AVENUE;1144;37;East New York (Pennsylvania Ave);11207;305;BK;40.673827;-73.895324
5750000;0.034;0.035;07/10/2018;2018Q3;2.02E+12;3086553;3;3909;8;3039090008;1;1;ELTON STREET;117202;37;Cypress Hills-City Line;11208;305;BK;40.6836;-73.885595
4190000;0.038;0.056;07/19/2021;2021Q3;2.02E+12;3020108;3;956;1;3009560001;223;223;5 AVENUE;133;39;Park Slope-Gowanus;11215;306;BK;40.675869;-73.980817
8500000;0.063;0.064;02/17/2021;2021Q1;2.02E+12;;3;1028;66;3010280066;227;227;13 STREET;139;39;Park Slope-Gowanus;11215;306;BK;40.667498;-73.989792
5700000;0.055;0.064;02/23/2021;2021Q1;2.02E+12;3026288;3;1096;35;3010960035;558;558;11 STREET;151;39;Park Slope-Gowanus;11215;306;BK;40.664821;-73.980799
3000000;0.054;0.056;06/12/2020;2020Q2;2.02E+12;3019643;3;951;46;3009510046;70;70;7 AVENUE;159;39;Park Slope-Gowanus;11217;306;BK;40.675362;-73.974861
10275000;0.025;0.042;05/10/2022;2022Q2;2.02E+12;3396871;3;1052;44;3010520044;572;572;5 AVENUE;141;39;Park Slope-Gowanus;11215;307;BK;40.664811;-73.989969
21417000;0.027;0.033;06/28/2019;2019Q2;2.02E+12;;3;5081;1;3050810001;441;441;CATON AVENUE;500;39;Windsor Terrace;11218;307;BK;40.647679;-73.976861
74700000;0.028;0.034;10/17/2018;2018Q4;2.02E+12;3124033;3;5320;24;3053200024;23;45;CATON PLACE;504;39;Windsor Terrace;11218;307;BK;40.649171;-73.974158
3500000;0.035;0.042;05/06/2022;2022Q2;2.02E+12;3011732;3;750;34;3007500034;768;768;45 STREET;94;38;Sunset Park East;11220;307;BK;40.644396;-74.001607
3500000;0.039;0.051;01/09/2020;2020Q1;2.02E+12;3011635;3;748;57;3007480057;545;545;46 STREET;96;38;Sunset Park East;11220;307;BK;40.646737;-74.006958
3500000;0.033;0.051;01/09/2020;2020Q1;2.02E+12;3011634;3;748;55;3007480055;553;553;46 STREET;96;38;Sunset Park East;11220;307;BK;40.64666;-74.006836
3500000;0.037;0.051;01/09/2020;2020Q1;2.02E+12;3011633;3;748;53;3007480053;557;557;46 STREET;96;38;Sunset Park East;11220;307;BK;40.646624;-74.006771
4000000;0.022;0.035;09/26/2018;2018Q3;2.02E+12;3013956;3;808;25;3008080025;548;548;52 STREET;100;38;Sunset Park East;11220;307;BK;40.643325;-74.010407
6800000;0.031;0.064;02/16/2021;2021Q1;2.02E+12;3014789;3;826;5;3008260005;702;702;54 STREET;106;38;Sunset Park East;11220;307;BK;40.640114;-74.008107
5000000;0.034;0.064;02/16/2021;2021Q1;2.02E+12;3014788;3;826;2;3008260002;5413;5419;7 AVENUE;106;38;Sunset Park East;11220;307;BK;40.640067;-74.00837
2100000;0.038;0.064;08/07/2020;2020Q3;2.02E+12;3015308;3;839;1;3008390001;5623;5623;4 AVENUE;74;38;Sunset Park West;11220;307;BK;40.642932;-74.01624
3200000;0.024;0.034;03/26/2019;2019Q1;2.02E+12;3013493;3;798;17;3007980017;330;330;51 STREET;78;38;Sunset Park West;11220;307;BK;40.646624;-74.014357
8125000;0.038;0.044;12/21/2021;2021Q4;2.02E+12;3143500;3;5783;44;3057830044;579;579;61 STREET;122;38;Sunset Park West;11220;307;BK;40.637966;-74.015205
7000000;0.046;0.056;09/14/2021;2021Q3;2.02E+12;3017844;3;914;1;3009140001;601;601;40 STREET;88;38;Sunset Park East;11232;307;BK;40.649185;-74.00195
3700000;0.036;0.042;04/26/2022;2022Q2;2.02E+12;3323826;3;642;33;3006420033;168;168;21 STREET;145;38;Sunset Park West;11232;307;BK;40.662992;-73.996194
3379310;0.028;0.037;05/15/2018;2018Q2;2.02E+12;3030848;3;1223;69;3012230069;939;939;ST MARKS AVENUE;311;36;Crown Heights North;11213;308;BK;40.674688;-73.940376
3620689;0.024;0.037;05/15/2018;2018Q2;2.02E+12;3030846;3;1223;66;3012230066;947;947;ST MARKS AVENUE;311;36;Crown Heights North;11213;308;BK;40.674672;-73.940102
6025000;0.03;0.037;05/03/2018;2018Q2;2.02E+12;3031680;3;1243;68;3012430068;1043;1047;STERLING PLACE;341;36;Crown Heights North;11213;308;BK;40.672192;-73.943871
3240000;0.056;0.063;06/30/2021;2021Q2;2.02E+12;3037184;3;1386;54;3013860054;1519;1525;LINCOLN PLACE;357;36;Crown Heights North;11213;308;BK;40.669495;-73.926426
5400000;0.025;0.042;06/21/2022;2022Q2;2.02E+12;3031458;3;1239;5;3012390005;1467;1467;BEDFORD AVENUE;219;36;Crown Heights North;11216;308;BK;40.673006;-73.954217
5585336;0.056;0.064;08/31/2020;2020Q3;2.02E+12;3029995;3;1206;28;3012060028;1232;1234;PACIFIC STREET;315;36;Crown Heights North;11216;308;BK;40.677715;-73.950915
4330000;0.055;0.062;10/06/2020;2020Q4;2.02E+12;3030680;3;1219;56;3012190056;665;665;ST MARKS AVENUE;315;36;Crown Heights North;11216;308;BK;40.675272;-73.9511
8650000;0.02;0.035;09/21/2018;2018Q3;2.02E+12;3031229;3;1234;5;3012340005;808;808;PROSPECT PLACE;31701;36;Crown Heights North;11216;308;BK;40.674275;-73.949526
6400000;0.058;0.064;02/23/2021;2021Q1;2.02E+12;3028527;3;1152;78;3011520078;269;269;PROSPECT PLACE;205;35;Prospect Heights;11238;308;BK;40.677389;-73.967506
8200000;0.033;0.062;12/31/2020;2020Q4;2.02E+12;3029366;3;1173;7;3011730007;195;195;UNDERHILL AVENUE;207;35;Prospect Heights;11238;308;BK;40.674968;-73.966725
4375000;0.023;0.034;12/04/2018;2018Q4;2.02E+12;3029191;3;1166;53;3011660053;750;750;WASHINGTON AVENUE;207;35;Prospect Heights;11238;308;BK;40.675315;-73.963293
3800000;0.039;0.043;01/12/2022;2022Q1;2.02E+12;3038029;3;1412;57;3014120057;615;615;CROWN STREET;333;35;Crown Heights South;11213;309;BK;40.665602;-73.938026
7955000;0.044;0.044;12/27/2021;2021Q4;2.02E+12;3038278;3;1419;39;3014190039;776;776;CROWN STREET;355;35;Crown Heights South;11213;309;BK;40.665255;-73.932036
11450000;0.03;0.037;06/22/2018;2018Q2;2.02E+12;3038309;3;1420;20;3014200020;826;826;CROWN STREET;355;41;Crown Heights South;11213;309;BK;40.665155;-73.930176
4650000;0.036;0.044;10/07/2021;2021Q4;2.02E+12;3032902;3;1268;27;3012680027;516;516;EASTERN PARKWAY;321;35;Crown Heights South;11225;309;BK;40.669906;-73.951411
18400000;0.018;0.035;07/24/2018;2018Q3;2.02E+12;3033788;3;1287;33;3012870033;1030;1030;CARROLL STREET;325;35;Crown Heights South;11225;309;BK;40.667636;-73.957054
6100000;0.053;0.062;12/15/2020;2020Q4;2.02E+12;3034764;3;1314;50;3013140050;215;215;STERLING STREET;327;40;Prospect Lefferts Gardens-Wingate;11225;309;BK;40.662919;-73.954332
16086846;0.032;0.034;01/10/2019;2019Q1;2.02E+12;3148192;3;5927;24;3059270024;150;150;74 STREET;36;43;Bay Ridge;11209;310;BK;40.633025;-74.031215
11900000;0.029;0.056;09/30/2021;2021Q3;2.02E+12;3148655;3;5938;23;3059380023;140;140;BAY RIDGE PARKWAY;44;43;Bay Ridge;11209;310;BK;40.632451;-74.031989
3775000;0.028;0.043;02/23/2022;2022Q1;2.02E+12;3151597;3;5995;44;3059950044;8116;8124;RIDGE BOULEVARD;46;43;Bay Ridge;11209;310;BK;40.627552;-74.032347
3550000;0.03;0.056;08/18/2021;2021Q3;2.02E+12;3154696;3;6085;37;3060850037;9102;9102;3 AVENUE;58;43;Bay Ridge;11209;310;BK;40.619899;-74.032527
8025000;0.033;0.037;06/14/2018;2018Q2;2.02E+12;3155252;3;6107;25;3061070025;354;354;93 STREET;58;43;Bay Ridge;11209;310;BK;40.618148;-74.03164
7250000;0.038;0.056;09/28/2021;2021Q3;2.02E+12;3148285;3;5929;54;3059290054;353;353;BAY RIDGE PARKWAY;66;43;Bay Ridge;11209;310;BK;40.631144;-74.026379
10400000;0.027;0.044;11/22/2021;2021Q4;2.02E+12;3147280;3;5907;6;3059070006;7201;7201;RIDGE BOULEVARD;66;43;Bay Ridge;11209;310;BK;40.63405;-74.029666
2850000;0.037;0.042;05/05/2022;2022Q2;2.02E+12;3145814;3;5874;51;3058740051;6914;6914;6 AVENUE;130;43;Bay Ridge;11209;310;BK;40.632114;-74.01863
4450000;0.036;0.043;02/18/2022;2022Q1;2.02E+12;3156184;3;6138;47;3061380047;425;425;101 STREET;162;43;Bay Ridge;11209;310;BK;40.611731;-74.033687
3100000;0.036;0.037;06/20/2018;2018Q2;2.02E+12;3141643;3;5733;49;3057330049;1367;1367;63 STREET;192;38;Borough Park;11219;310;BK;40.626324;-73.998941
4000000;0.023;0.037;04/30/2018;2018Q2;2.02E+12;3141715;3;5736;65;3057360065;969;969;64 STREET;212;38;Dyker Heights;11219;310;BK;40.630957;-74.008117
5200000;0.043;0.044;10/07/2021;2021Q4;2.02E+12;3142359;3;5757;35;3057570035;6623;6623;FT HAMILTON PARKWAY;210;43;Dyker Heights;11219;310;BK;40.629963;-74.01021
3750000;0.048;0.063;04/28/2021;2021Q2;2.02E+12;3144313;3;5840;13;3058400013;6647;6647;BERGEN PLACE;30;43;Bay Ridge;11220;310;BK;40.639542;-74.028058
4600000;0.034;0.043;01/10/2022;2022Q1;2.02E+12;3145076;3;5861;57;3058610057;6830;6830;RIDGE BOULEVARD;30;43;Bay Ridge;11220;310;BK;40.637135;-74.028428
4580000;0.026;0.056;06/11/2020;2020Q2;2.02E+12;3145198;3;5863;14;3058630014;316;316;68 STREET;68;43;Bay Ridge;11220;310;BK;40.636156;-74.025091
5485000;0.052;0.056;06/09/2020;2020Q2;2.02E+12;3144511;3;5851;40;3058510040;484;484;67 STREET;126;43;Bay Ridge;11220;310;BK;40.635734;-74.020451
8150000;0.062;0.064;03/01/2021;2021Q1;2.02E+12;3175334;3;6621;1;3066210001;106;106;AVENUE P;428;44;Bensonhurst East;11204;311;BK;40.607568;-73.984262
6250000;0.027;0.042;06/16/2022;2022Q2;2.02E+12;3172477;3;6559;1;3065590001;2301;2301;65 STREET;436;44;Bensonhurst East;11204;311;BK;40.612436;-73.979088
6100000;0.029;0.035;08/28/2018;2018Q3;2.02E+12;3172183;3;6552;8;3065520008;6301;6301;BAY PARKWAY;436;44;Bensonhurst East;11204;311;BK;40.614918;-73.980298
7769797;0.035;0.044;12/08/2021;2021Q4;2.02E+12;3174693;3;6607;66;3066070066;1529;1529;DAHILL ROAD;438;44;Ocean Parkway South;11204;311;BK;40.61033;-73.974335
5366497;0.036;0.044;12/08/2021;2021Q4;2.02E+12;3173478;3;6582;68;3065820068;1479;1479;DAHILL ROAD;440;44;Ocean Parkway South;11204;311;BK;40.611958;-73.974637
3290000;0.036;0.037;06/14/2018;2018Q2;2.02E+12;3165145;3;6326;89;3063260089;1751;1751;85 STREET;178;43;Bath Beach;11214;311;BK;40.608373;-74.002852
6000000;0.029;0.034;12/04/2018;2018Q4;2.02E+12;3161606;3;6251;47;3062510047;2073;2073;78 STREET;272;47;Bensonhurst West;11214;311;BK;40.608247;-73.992091
8000000;0.033;0.034;02/12/2019;2019Q1;2.02E+12;;3;6238;39;3062380039;7624;7624;19 AVENUE;274;47;Bensonhurst West;11214;311;BK;40.611395;-73.994792
